"BehaviorSpace results (NetLogo 6.0.4)"
"attitude_change.nlogo"
"delta_p2"
"08/21/2018 15:54:30:733 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","200","-38","38"
"[run number]","initial_groupspread","independent_distribution","latitude_acceptance","color_axis_max","sharpness_acceptance","alpha","p","eta","polarity","focus_one","b","M","p_as","motivated_cognition","N","rolling","skip_ticks_draw","iterations_per_tick","visualization","intergroup_credibility","[step]","cum_fragmentation","cum_sd","cum_biasmean"
"1341","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.035818273875348","0.5224515308861284","3.393711892723345"
"1342","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.000325805438022","0.514690761208075","3.3950078375998385"
"1343","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9692797937325914","0.5085324753279499","3.3952515577529776"
"1344","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.005976095269113","0.5204699532619301","3.3886169843678866"
"1345","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.0095614594785793","0.5248897977847133","3.3848522531019363"
"1346","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9678432867428224","0.516102952877697","3.38592202101476"
"1347","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.0300830304873227","0.5371835247807455","3.375410278562718"
"1348","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9385743707473002","0.5184715226264512","3.3758606851411757"
"1349","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9517842752124","0.5262788812193352","3.3710770520756865"
"1350","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9262456716956937","0.5293603124139811","3.360488000302202"
"1351","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9020424594858236","0.5345976677672809","3.3516771681186905"
"1352","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.8458954476832263","0.5401236741015207","3.334519319417596"
"1353","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.7621109864501419","0.5475037240578972","3.310586069144784"
"1354","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6750397459398993","0.5308567481101707","3.309757022702827"
"1355","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.7067765667518517","0.5537848497555505","3.2935704850913465"
"1356","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.601162702560953","0.5369577082701456","3.2862754820608933"
"1357","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.56763403834533","0.5412518270168539","3.270320899273227"
"1358","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5206804853772156","0.4648299926122538","2.58864655649238"
"1359","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.1085288623900333","0.16488203357704515","0.1812811193467594"
"1360","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.103424346511261","0.16336382131109817","0.06447114706851367"
"1361","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.105745985856858","0.16227988316327976","0.034464204403361044"
"1362","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.12134668061674","0.16502589633523898","0.035297474591607134"
"1363","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.01","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.0756233377397115","0.15745687681204626","0.02529941000622599"
"1364","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7650205841639823","0.7236504442161587","3.3033718829507297"
"1365","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7829538440244965","0.7313674541098376","3.299359889515907"
"1366","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.745523441245146","0.721848154848108","3.301933129656839"
"1367","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7376742775670264","0.7247799651074949","3.2977422173508777"
"1368","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7387413362328212","0.7277860535827682","3.293805255946721"
"1369","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.715380891234575","0.7251500409022433","3.29239883113585"
"1370","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6942345014633653","0.7229326503135047","3.29032527915097"
"1371","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.713158844011793","0.7393548800603567","3.276993551956723"
"1372","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6653298363254763","0.7256470361442925","3.2841507787151736"
"1373","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.638624910096867","0.7270422599798663","3.277309138533853"
"1374","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.612088112405181","0.7301327471724393","3.2691202613705737"
"1375","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.5911724746096776","0.7329931832439228","3.2615433465376817"
"1376","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.5691621930188986","0.7396665939090307","3.251843181204892"
"1377","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.524157920375474","0.7432913503603229","3.238419578944161"
"1378","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.4392746862670673","0.7349720941553979","3.234144292951273"
"1379","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3373915062702975","0.734775670888098","3.2144630532641436"
"1380","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.225907573835138","0.7390762220607935","3.190995875834417"
"1381","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.013359056407943","0.7478750451044228","3.141700188764471"
"1382","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5531031040792556","0.7391108889424011","3.03951992436482"
"1383","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5564702807100268","0.7054942962860785","2.8179896599051326"
"1384","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3610316287316335","0.2390133627413858","0.16875192150986706"
"1385","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3676460735657188","0.238813027175262","0.09881519515964413"
"1386","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3624237431593325","0.23460725404730678","0.058841725905806504"
"1387","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3645415770413412","0.23504387723804462","0.057961873863792014"
"1388","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3558455069400914","0.2309057013015616","0.03433757886065501"
"1389","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3570767925522655","0.2313522708666657","0.03621265780414348"
"1390","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.331516199877801","0.22562059644883767","0.03357399088402897"
"1391","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3524771540505194","0.22775783064865165","0.03325607676233127"
"1392","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.02","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3572327105161193","0.2286281250213034","0.029094826076842422"
"1393","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.03","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.267936082293049","0.8898368908835131","3.196523071990927"
"1394","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.03","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.2328553883699853","0.8865852395671527","3.1958292302373428"
"1395","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.03","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.2503232790932124","0.8964196699439829","3.1904874839955357"
"1396","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.03","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.199725210361243","0.8868053946481861","3.1882095014066287"
"1397","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.03","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1334698543728385","0.8727403594946406","3.1916816813047544"
"1398","0","normal (mean 0  sd 1)","1","0.15","2","0.25","0.03","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.090176512086797","0.8696400756071874","3.1896801202380347"
